Team,Madness,Years,AST,TO,Ratio,TPG,3FG%,PTS,PPG,ORebs,DRebs,REB,RPG,FGM_y,FGA_y,FT,FTA,FT%
Iowa St. (Big 12),0.0,19-20,443,425,1.04,13.28125,31.6,"2,304",72.0,327,770,"1,097",34.28,836,"1,905",405,543,74.6
Northern Colo. (Big Sky),0.0,19-20,416,317,1.31,10.225806451612904,38.4,"2,303",74.3,263,798,"1,061",34.23,837,"1,790",312,468,66.7
Prairie View (SWAC),0.0,19-20,465,464,1.0,14.5,30.6,"2,302",71.9,305,740,"1,045",32.66,813,"1,838",525,741,70.9
Radford (Big South),0.0,19-20,427,342,1.25,10.6875,35.5,"2,302",71.9,341,827,"1,168",36.5,841,"1,813",369,575,64.2
Pacific (WCC),0.0,19-20,383,408,0.94,12.363636363636363,34.0,"2,300",69.7,361,831,"1,192",36.12,843,"1,872",434,651,66.7
Bucknell (Patriot),0.0,19-20,410,452,0.91,13.294117647058824,34.3,"2,299",67.6,292,812,"1,104",32.47,820,"1,945",380,553,68.7
Western Ky. (CUSA),0.0,19-20,334,375,0.89,12.5,33.8,"2,297",76.6,253,767,"1,020",34.0,779,"1,703",527,668,78.9
Louisville (ACC),0.0,19-20,433,378,1.15,12.193548387096774,37.6,"2,296",74.1,335,861,"1,196",38.58,810,"1,787",421,576,73.1
Vanderbilt (SEC),0.0,19-20,365,418,0.87,13.0625,33.3,"2,295",71.7,288,748,"1,036",32.38,760,"1,776",513,736,69.7
Jacksonville St. (OVC),0.0,19-20,440,452,0.97,14.125,33.2,"2,294",71.7,354,810,"1,164",36.38,844,"1,892",380,550,69.1
Mercer (SoCon),0.0,19-20,461,463,1.0,14.46875,35.9,"2,294",71.7,332,840,"1,172",36.62,847,"1,885",354,490,72.2
Yale (Ivy League),0.0,19-20,466,389,1.2,12.966666666666669,37.1,"2,289",76.3,273,893,"1,166",38.87,809,"1,726",406,570,71.2
William & Mary (CAA),0.0,19-20,435,403,1.08,12.59375,34.6,"2,288",71.5,266,888,"1,154",36.06,822,"1,770",405,544,74.4
Arizona St. (Pac-12),0.0,19-20,345,410,0.84,13.225806451612904,32.3,"2,288",73.8,313,806,"1,119",36.1,816,"1,904",429,617,69.5
Indiana (Big Ten),0.0,19-20,414,404,1.02,12.625,32.6,"2,286",71.4,361,849,"1,210",37.81,812,"1,825",486,716,67.9
Ohio (MAC),0.0,19-20,471,406,1.16,12.6875,34.8,"2,286",71.4,299,835,"1,134",35.44,822,"1,837",370,537,68.9
USC Upstate (Big South),0.0,19-20,415,412,1.01,12.484848484848484,32.1,"2,286",69.3,318,775,"1,093",33.12,811,"1,911",440,641,68.6
Stony Brook (America East),0.0,19-20,368,480,0.77,14.545454545454543,33.3,"2,283",69.2,350,916,"1,266",38.36,777,"1,909",455,628,72.5
Grambling (SWAC),0.0,19-20,413,456,0.91,14.25,30.6,"2,280",71.2,330,818,"1,148",35.88,832,"1,837",461,676,68.2
Wake Forest (ACC),0.0,19-20,395,440,0.9,14.193548387096774,35.1,"2,276",73.4,315,855,"1,170",37.74,765,"1,769",542,726,74.7
Mississippi St. (SEC),0.0,19-20,415,431,0.96,13.903225806451612,33.6,"2,275",73.4,371,790,"1,161",37.45,802,"1,713",510,676,75.4
South Carolina (SEC),0.0,19-20,445,408,1.09,13.161290322580646,31.0,"2,275",73.4,370,788,"1,158",37.35,832,"1,890",437,696,62.8
Fla. Atlantic (CUSA),0.0,19-20,391,427,0.92,13.34375,32.7,"2,275",71.1,343,826,"1,169",36.53,822,"1,928",365,519,70.3
Bryant (NEC),0.0,19-20,441,462,0.95,14.4375,32.1,"2,271",71.0,389,900,"1,289",40.28,802,"1,933",398,588,67.7
Little Rock (Sun Belt),0.0,19-20,462,479,0.96,15.451612903225806,34.6,"2,270",73.2,307,789,"1,096",35.35,777,"1,653",528,744,71.0
Villanova (Big East),0.0,19-20,449,337,1.33,10.870967741935484,35.9,"2,269",73.2,273,845,"1,118",36.06,797,"1,806",368,485,75.9
Miami (OH) (MAC),0.0,19-20,383,363,1.06,11.34375,33.9,"2,269",70.9,304,825,"1,129",35.28,814,"1,920",373,513,72.7
Colorado (Pac-12),0.0,19-20,422,422,1.0,13.1875,35.1,"2,268",70.9,325,860,"1,185",37.03,777,"1,778",473,643,73.6
Northwestern St. (Southland),0.0,19-20,386,493,0.78,16.433333333333334,35.6,"2,265",75.5,338,831,"1,169",38.97,797,"1,802",437,596,73.3
Alabama A&M (SWAC),0.0,20-21,165,229,0.72,15.266666666666667,29.0,950,63.3,161,416,577,38.47,347,868,173,276,62.7
N.C. Central (MEAC),0.0,20-21,169,205,0.82,14.642857142857142,33.9,942,67.3,131,315,446,31.86,333,791,181,261,69.3
San Diego (WCC),0.0,20-21,185,184,1.01,13.142857142857142,30.4,927,66.2,112,357,469,33.5,352,847,141,217,65.0
Canisius (MAAC),0.0,20-21,165,156,1.06,12.0,29.7,915,70.4,130,320,450,34.62,321,786,176,248,71.0
Bucknell (Patriot),0.0,20-21,144,152,0.95,12.666666666666666,33.0,899,74.9,78,324,402,33.5,311,683,189,248,76.2
Fordham (Atlantic 10),0.0,20-21,153,187,0.82,13.357142857142858,26.9,725,51.8,95,321,416,29.71,257,716,132,197,67.0
American (Patriot),0.0,20-21,128,158,0.81,15.8,37.8,691,69.1,78,248,326,32.6,248,557,105,149,70.5
Chicago St. (WAC),0.0,20-21,89,140,0.64,15.555555555555555,25.1,499,55.4,54,180,234,26.0,180,497,88,126,69.8
Maine (America East),0.0,20-21,108,147,0.73,16.333333333333332,31.5,478,53.1,71,212,283,31.44,172,452,70,123,56.9
Howard (MEAC),0.0,20-21,74,72,1.03,14.4,30.9,363,72.6,41,136,177,35.4,123,283,79,110,71.8
Gonzaga (WCC),1.0,20-21,601,385,1.56,12.03125,36.8,"2,911",91.0,298,891,"1,189",37.16,"1,079","1,965",513,702,73.1
Alabama (SEC),1.0,20-21,464,459,1.01,13.909090909090908,35.2,"2,629",79.7,415,928,"1,343",40.7,924,"2,125",433,612,70.8
Arkansas (SEC),1.0,20-21,466,412,1.13,12.875,33.2,"2,604",81.4,382,889,"1,271",39.72,935,"2,071",501,677,74.0
Iowa (Big Ten),1.0,20-21,594,294,2.02,9.483870967741936,38.6,"2,595",83.7,349,882,"1,231",39.71,923,"1,961",448,627,71.5
Illinois (Big Ten),1.0,20-21,506,403,1.26,13.0,37.3,"2,497",80.5,324,915,"1,239",39.97,909,"1,819",476,690,69.0
Baylor (Big 12),1.0,20-21,507,345,1.47,11.5,41.3,"2,487",82.9,383,696,"1,079",35.97,917,"1,886",354,500,70.8
Southern California (Pac-12),1.0,20-21,458,408,1.12,12.363636363636363,36.0,"2,473",74.9,389,893,"1,282",38.85,904,"1,917",451,695,64.9
Belmont (OVC),0.0,20-21,547,361,1.52,12.033333333333331,34.4,"2,439",81.3,264,808,"1,072",35.73,894,"1,829",380,515,73.8
Houston (AAC),1.0,20-21,446,341,1.31,10.65625,35.4,"2,434",76.1,463,833,"1,296",40.5,854,"1,961",435,595,73.1
Toledo (MAC),0.0,20-21,480,332,1.45,11.066666666666666,37.2,"2,433",81.1,322,805,"1,127",37.57,852,"1,869",415,532,78.0
Ohio St. (Big Ten),1.0,20-21,406,329,1.23,10.612903225806452,36.0,"2,392",77.2,305,830,"1,135",36.61,819,"1,786",502,664,75.6
Eastern Ky. (OVC),0.0,20-21,461,372,1.24,12.827586206896552,35.9,"2,372",81.8,307,726,"1,033",35.62,871,"1,946",351,497,70.6
LSU (SEC),1.0,20-21,351,329,1.07,11.344827586206897,34.7,"2,371",81.8,333,780,"1,113",38.38,836,"1,823",465,620,75.0
Creighton (Big East),1.0,20-21,485,342,1.42,11.03225806451613,36.1,"2,355",76.0,261,847,"1,108",35.74,878,"1,862",306,478,64.0
Drake (MVC),1.0,20-21,423,320,1.32,10.32258064516129,36.7,"2,354",75.9,328,792,"1,120",36.13,908,"1,878",320,449,71.3
Oral Roberts (Summit League),1.0,20-21,370,330,1.12,11.379310344827584,38.0,"2,352",81.1,240,766,"1,006",34.69,811,"1,805",407,496,82.1
UCLA (Pac-12),1.0,20-21,437,338,1.29,10.5625,37.2,"2,349",73.4,324,801,"1,125",35.16,856,"1,855",419,586,71.5
Colorado (Pac-12),1.0,20-21,436,364,1.2,11.375,37.2,"2,340",73.1,314,799,"1,113",34.78,828,"1,816",438,535,81.9
Oregon St. (Pac-12),1.0,20-21,480,383,1.25,11.606060606060606,35.7,"2,325",70.5,336,798,"1,134",34.36,803,"1,843",489,642,76.2
Oklahoma St. (Big 12),1.0,20-21,385,467,0.82,15.566666666666666,33.2,"2,297",76.6,334,816,"1,150",38.33,816,"1,780",475,669,71.0
Mississippi St. (SEC),0.0,20-21,429,498,0.86,15.090909090909092,34.3,"2,287",69.3,400,887,"1,287",39.0,847,"1,866",414,629,65.8
West Virginia (Big 12),1.0,20-21,407,348,1.17,12.0,36.4,"2,243",77.3,397,703,"1,100",37.93,769,"1,793",489,680,71.9
Oakland (Horizon),0.0,20-21,444,390,1.14,13.0,33.3,"2,240",74.7,346,708,"1,054",35.13,773,"1,855",435,616,70.6
Sam Houston (Southland),0.0,20-21,435,402,1.08,14.357142857142858,35.7,"2,229",79.6,320,713,"1,033",36.89,797,"1,758",380,549,69.2
Mercer (SoCon),0.0,20-21,479,373,1.28,12.862068965517242,37.1,"2,225",76.7,252,801,"1,053",36.31,832,"1,738",311,433,71.8
Loyola Chicago (MVC),1.0,20-21,490,364,1.35,11.741935483870968,36.5,"2,202",71.0,238,770,"1,008",32.52,804,"1,614",373,519,71.9
Abilene Christian (Southland),1.0,20-21,513,394,1.3,13.586206896551724,34.4,"2,196",75.7,334,713,"1,047",36.1,786,"1,752",403,594,67.8
Kansas (Big 12),1.0,20-21,415,359,1.16,11.966666666666669,34.2,"2,191",73.0,338,786,"1,124",37.47,789,"1,809",386,539,71.6
UNC Greensboro (SoCon),1.0,20-21,370,329,1.12,10.966666666666669,29.9,"2,189",73.0,388,786,"1,174",39.13,822,"1,954",317,464,68.3
North Carolina (ACC),1.0,20-21,443,424,1.04,14.620689655172416,31.8,"2,181",75.2,457,786,"1,243",42.86,801,"1,826",417,624,66.8
Wisconsin (Big Ten),1.0,20-21,414,280,1.48,9.03225806451613,36.4,"2,167",69.9,256,786,"1,042",33.61,767,"1,806",364,474,76.8
Liberty (ASUN),1.0,20-21,458,289,1.58,9.96551724137931,39.0,"2,157",74.4,206,765,971,33.48,782,"1,605",296,381,77.7
Maryland (Big Ten),1.0,20-21,415,343,1.21,11.064516129032258,35.7,"2,135",68.9,196,817,"1,013",32.68,753,"1,636",376,538,69.9
St. John's (NY) (Big East),0.0,20-21,440,341,1.29,12.62962962962963,34.5,"2,132",79.0,302,669,971,35.96,779,"1,744",374,499,74.9
Morehead St. (OVC),1.0,20-21,397,477,0.83,15.387096774193548,35.6,"2,132",68.8,319,836,"1,155",37.26,764,"1,651",397,584,68.0
Boise St. (Mountain West),0.0,20-21,378,328,1.15,11.714285714285714,34.6,"2,122",75.8,257,738,995,35.54,743,"1,634",416,566,73.5
Michigan (Big Ten),1.0,20-21,443,315,1.41,11.25,38.1,"2,121",75.8,256,793,"1,049",37.46,771,"1,598",373,485,76.9
BYU (WCC),1.0,20-21,436,356,1.22,13.185185185185183,37.3,"2,109",78.1,256,802,"1,058",39.19,776,"1,608",321,443,72.5
Northwestern St. (Southland),0.0,20-21,376,419,0.9,14.448275862068966,34.8,"2,106",72.6,298,733,"1,031",35.55,770,"1,788",356,530,67.2
Utah St. (Mountain West),1.0,20-21,469,403,1.16,13.89655172413793,33.2,"2,105",72.6,364,816,"1,180",40.69,773,"1,732",374,518,72.2
Texas Tech (Big 12),1.0,20-21,380,313,1.21,10.79310344827586,35.4,"2,103",72.5,337,676,"1,013",34.93,734,"1,672",450,634,71.0
Minnesota (Big Ten),0.0,20-21,399,324,1.23,11.172413793103448,28.4,"2,103",72.5,340,727,"1,067",36.79,704,"1,794",488,659,74.1
Oregon (Pac-12),1.0,20-21,389,319,1.22,11.392857142857142,37.7,"2,097",74.9,265,662,927,33.11,779,"1,652",305,429,71.1
Syracuse (ACC),1.0,20-21,419,317,1.32,11.321428571428571,34.9,"2,095",74.8,288,702,990,35.36,743,"1,682",372,476,78.2
Auburn (SEC),0.0,20-21,400,439,0.91,16.25925925925926,32.6,"2,084",77.2,349,714,"1,063",39.37,711,"1,628",417,589,70.8
Pepperdine (WCC),0.0,20-21,440,354,1.24,13.11111111111111,32.6,"2,076",76.9,221,725,946,35.04,744,"1,607",401,511,78.5
South Alabama (Sun Belt),0.0,20-21,314,333,0.94,11.892857142857142,36.2,"2,075",74.1,269,727,996,35.57,715,"1,621",389,542,71.8
Colorado St. (Mountain West),0.0,20-21,408,378,1.08,13.5,35.3,"2,072",74.0,212,753,965,34.46,715,"1,536",407,514,79.2
Coastal Carolina (Sun Belt),0.0,20-21,404,395,1.02,15.192307692307692,35.8,"2,067",79.5,352,778,"1,130",43.46,732,"1,604",382,533,71.7
San Diego St. (Mountain West),1.0,20-21,392,310,1.26,11.071428571428571,36.9,"2,062",73.6,279,724,"1,003",35.82,719,"1,596",384,534,71.9
UC Santa Barbara (Big West),1.0,20-21,438,294,1.49,10.88888888888889,34.7,"2,051",76.0,255,696,951,35.22,739,"1,534",392,522,75.1
Western Caro. (SoCon),0.0,20-21,359,381,0.94,14.11111111111111,34.1,"2,039",75.5,210,717,927,34.33,716,"1,577",381,525,72.6
App State (Sun Belt),1.0,20-21,340,343,0.99,11.827586206896552,31.6,"2,039",70.3,324,729,"1,053",36.31,690,"1,688",426,574,74.2
Buffalo (MAC),0.0,20-21,397,347,1.14,13.88,33.8,"2,034",81.4,370,724,"1,094",43.76,766,"1,662",327,487,67.1
Memphis (AAC),0.0,20-21,447,437,1.02,15.607142857142858,36.3,"2,027",72.4,340,781,"1,121",40.04,737,"1,661",335,543,61.7
Southern Utah (Big Sky),0.0,20-21,338,290,1.17,12.083333333333334,34.1,"2,021",84.2,264,682,946,39.42,699,"1,475",412,551,74.8
The Citadel (SoCon),0.0,20-21,389,303,1.28,12.12,35.6,"2,019",80.8,237,707,944,37.76,708,"1,566",347,495,70.1
Bowling Green (MAC),0.0,20-21,328,256,1.28,9.846153846153848,31.9,"2,015",77.5,328,672,"1,000",38.46,724,"1,732",354,481,73.6
Georgia (SEC),0.0,20-21,389,433,0.9,16.653846153846153,32.4,"2,014",77.5,318,649,967,37.19,734,"1,603",381,553,68.9
Oklahoma (Big 12),1.0,20-21,360,296,1.22,10.962962962962964,34.1,"2,012",74.5,261,704,965,35.74,722,"1,630",356,478,74.5
Youngstown St. (Horizon),0.0,20-21,349,310,1.13,11.48148148148148,30.7,"2,010",74.4,347,644,991,36.7,717,"1,672",390,537,72.6
Texas (Big 12),1.0,20-21,357,393,0.91,14.555555555555555,35.6,"2,008",74.4,291,745,"1,036",38.37,702,"1,547",372,524,71.0
Austin Peay (OVC),0.0,20-21,357,397,0.9,14.703703703703704,33.9,"2,007",74.3,341,590,931,34.48,733,"1,617",347,462,75.1
Jacksonville St. (OVC),0.0,20-21,383,360,1.06,13.333333333333334,35.6,"2,005",74.3,301,747,"1,048",38.81,723,"1,568",340,496,68.5
VMI (SoCon),0.0,20-21,393,314,1.25,12.56,38.0,"2,001",80.0,207,756,963,38.52,706,"1,517",319,413,77.2
Furman (SoCon),0.0,20-21,416,313,1.33,12.52,34.2,"1,990",79.6,223,656,879,35.16,730,"1,499",288,398,72.4
Purdue (Big Ten),1.0,20-21,399,350,1.14,12.5,33.3,"1,989",71.0,314,740,"1,054",37.64,714,"1,596",360,506,71.1
Murray St. (OVC),0.0,20-21,435,347,1.25,13.346153846153848,36.8,"1,986",76.4,242,697,939,36.12,757,"1,522",260,387,67.2
Montana (Big Sky),0.0,20-21,356,371,0.96,13.25,36.2,"1,981",70.8,216,714,930,33.21,697,"1,514",433,554,78.2
Ohio (MAC),1.0,20-21,436,301,1.45,12.04,35.2,"1,980",79.2,247,636,883,35.32,728,"1,519",315,448,70.3
Winthrop (Big South),1.0,20-21,374,350,1.07,14.0,35.2,"1,972",78.9,324,679,"1,003",40.12,695,"1,521",372,541,68.8
Wright St. (Horizon),0.0,20-21,369,315,1.17,13.125,37.0,"1,967",82.0,285,731,"1,016",42.33,710,"1,471",368,508,72.4
Arizona (Pac-12),0.0,20-21,403,309,1.3,11.884615384615383,37.2,"1,961",75.4,307,690,997,38.35,667,"1,492",453,623,72.7
Nicholls (Southland),0.0,20-21,336,327,1.03,13.08,32.1,"1,960",78.4,274,682,956,38.24,734,"1,611",298,446,66.8
UC Irvine (Big West),0.0,20-21,319,350,0.91,12.962962962962964,33.8,"1,950",72.2,303,766,"1,069",39.59,729,"1,615",360,474,75.9
Bradley (MVC),0.0,20-21,382,346,1.1,12.357142857142858,31.8,"1,948",69.6,284,749,"1,033",36.89,736,"1,636",284,393,72.3
Georgia Tech (ACC),1.0,20-21,412,290,1.42,11.153846153846152,34.8,"1,948",74.9,205,582,787,30.27,722,"1,513",312,430,72.6
Michigan St. (Big Ten),1.0,20-21,444,364,1.22,13.0,32.1,"1,944",69.4,304,744,"1,048",37.43,697,"1,635",372,512,72.7
Tennessee (SEC),1.0,20-21,401,338,1.19,12.51851851851852,33.0,"1,941",71.9,295,673,968,35.85,682,"1,555",399,535,74.6
Rutgers (Big Ten),1.0,20-21,384,321,1.2,11.464285714285714,31.2,"1,939",69.2,275,713,988,35.29,741,"1,652",285,448,63.6
Louisiana (Sun Belt),0.0,20-21,332,388,0.86,14.923076923076923,34.8,"1,934",74.4,320,707,"1,027",39.5,713,"1,607",323,463,69.8
Florida St. (ACC),1.0,20-21,363,360,1.01,14.4,37.6,"1,929",77.2,277,641,918,36.72,693,"1,461",351,474,74.1
Ole Miss (SEC),0.0,20-21,342,392,0.87,14.0,30.0,"1,927",68.8,339,685,"1,024",36.57,700,"1,587",381,543,70.2
McNeese (Southland),0.0,20-21,443,359,1.23,14.958333333333334,38.8,"1,927",80.3,255,641,896,37.33,718,"1,456",287,417,68.8
Stetson (ASUN),0.0,20-21,370,357,1.04,13.22222222222222,36.9,"1,925",71.3,284,675,959,35.52,687,"1,587",305,438,69.6
Seton Hall (Big East),0.0,20-21,347,350,0.99,12.962962962962964,32.1,"1,924",71.3,276,665,941,34.85,673,"1,525",398,544,73.2
Lipscomb (ASUN),0.0,20-21,364,326,1.12,12.074074074074074,35.1,"1,922",71.2,208,710,918,34.0,687,"1,493",348,503,69.2
Texas Southern (SWAC),1.0,20-21,314,399,0.79,15.346153846153848,27.6,"1,921",73.9,320,744,"1,064",40.92,695,"1,564",414,592,69.9
Longwood (Big South),0.0,20-21,309,381,0.81,13.137931034482758,34.5,"1,920",66.2,273,681,954,32.9,685,"1,579",343,498,68.9
Campbell (Big South),0.0,20-21,387,327,1.18,12.11111111111111,37.5,"1,917",71.0,165,602,767,28.41,699,"1,409",324,478,67.8
UT Arlington (Sun Belt),0.0,20-21,356,312,1.14,12.0,35.7,"1,916",73.7,305,668,973,37.42,677,"1,659",327,444,73.6
Nevada (Mountain West),0.0,20-21,374,331,1.13,12.73076923076923,35.4,"1,916",73.7,213,715,928,35.69,646,"1,445",423,560,75.5
Wyoming (Mountain West),0.0,20-21,351,282,1.24,11.28,35.7,"1,915",76.6,203,613,816,32.64,649,"1,442",366,509,71.9
Cleveland St. (Horizon),1.0,20-21,371,350,1.06,12.962962962962964,32.1,"1,914",70.9,286,648,934,34.59,701,"1,558",340,507,67.1
Missouri (SEC),1.0,20-21,345,346,1.0,13.307692307692308,32.5,"1,909",73.4,257,671,928,35.69,668,"1,497",389,555,70.1
New Orleans (Southland),0.0,20-21,391,421,0.93,16.84,32.9,"1,899",76.0,245,635,880,35.2,703,"1,476",356,483,73.7
South Dakota (Summit League),0.0,20-21,349,268,1.3,10.72,38.9,"1,899",76.0,181,690,871,34.84,674,"1,439",365,468,78.0
California (Pac-12),0.0,20-21,346,370,0.94,12.758620689655173,32.8,"1,897",65.4,235,682,917,31.62,661,"1,536",371,532,69.7
Notre Dame (ACC),0.0,20-21,387,275,1.41,10.576923076923077,36.8,"1,890",72.7,187,681,868,33.38,679,"1,479",296,383,77.3
Nebraska (Big Ten),0.0,20-21,369,380,0.97,14.074074074074074,33.3,"1,889",70.0,240,737,977,36.19,671,"1,604",319,499,63.9
Chattanooga (SoCon),0.0,20-21,319,288,1.11,11.076923076923077,35.9,"1,888",72.6,217,664,881,33.88,667,"1,522",336,429,78.3
Stanford (Pac-12),0.0,20-21,332,403,0.82,14.925925925925926,32.2,"1,883",69.7,209,696,905,33.52,678,"1,461",382,533,71.7
Marquette (Big East),0.0,20-21,333,388,0.86,14.37037037037037,32.3,"1,883",69.7,258,721,979,36.26,661,"1,484",382,520,73.5
North Dakota St. (Summit League),0.0,20-21,285,338,0.84,12.51851851851852,34.1,"1,883",69.7,256,742,998,36.96,659,"1,491",381,501,76.0
Indiana (Big Ten),0.0,20-21,376,322,1.17,11.925925925925926,32.4,"1,882",69.7,244,689,933,34.56,654,"1,510",416,626,66.5
Weber St. (Big Sky),0.0,20-21,345,288,1.2,12.521739130434783,38.9,"1,881",81.8,148,606,754,32.78,656,"1,300",376,478,78.7
Eastern Wash. (Big Sky),1.0,20-21,365,277,1.32,11.541666666666666,35.5,"1,879",78.3,182,671,853,35.54,667,"1,425",341,431,79.1
UNLV (Mountain West),0.0,20-21,356,337,1.06,12.48148148148148,35.2,"1,875",69.4,282,691,973,36.04,706,"1,587",238,336,70.8
Eastern Ill. (OVC),0.0,20-21,360,383,0.94,14.185185185185183,32.4,"1,874",69.4,287,660,947,35.07,707,"1,623",274,417,65.7
Villanova (Big East),1.0,20-21,374,227,1.65,9.08,35.3,"1,870",74.8,233,614,847,33.88,655,"1,445",331,434,76.3
VCU (Atlantic 10),0.0,20-21,347,380,0.91,14.615384615384617,32.9,"1,864",71.7,245,648,893,34.35,659,"1,460",378,497,76.1
Southeast Mo. St. (OVC),0.0,20-21,374,415,0.9,15.37037037037037,35.2,"1,864",69.0,258,691,949,35.15,630,"1,468",399,595,67.1
Ga. Southern (Sun Belt),0.0,20-21,324,374,0.87,14.384615384615383,31.9,"1,860",71.5,309,655,964,37.08,686,"1,536",294,463,63.5
Arizona St. (Pac-12),0.0,20-21,327,274,1.19,10.96,33.3,"1,858",74.3,198,598,796,31.84,656,"1,515",367,504,72.8
Georgetown (Big East),1.0,20-21,333,395,0.84,15.192307692307692,36.5,"1,857",71.4,301,733,"1,034",39.77,644,"1,521",353,469,75.3
Florida (SEC),1.0,20-21,293,375,0.78,15.0,35.6,"1,854",74.2,248,634,882,35.28,663,"1,407",359,477,75.3
Washington St. (Pac-12),0.0,20-21,328,411,0.8,15.22222222222222,34.1,"1,853",68.6,304,724,"1,028",38.07,633,"1,539",379,534,71.0
South Dakota St. (Summit League),0.0,20-21,327,283,1.16,12.304347826086955,40.4,"1,850",80.4,179,643,822,35.74,655,"1,315",355,496,71.6
Lamar University (Southland),0.0,20-21,332,396,0.84,14.142857142857142,31.2,"1,843",65.8,269,699,968,34.57,670,"1,608",364,496,73.4
Bryant (NEC),0.0,20-21,336,333,1.01,15.136363636363637,38.1,"1,843",83.8,227,649,876,39.82,638,"1,372",359,472,76.1
Norfolk St. (MEAC),1.0,20-21,302,322,0.94,12.88,36.7,"1,839",73.6,254,653,907,36.28,630,"1,477",385,546,70.5
Gardner-Webb (Big South),0.0,20-21,339,304,1.12,11.692307692307692,36.1,"1,837",70.7,239,656,895,34.42,651,"1,465",303,439,69.0
Troy (Sun Belt),0.0,20-21,320,417,0.77,14.892857142857142,27.6,"1,829",65.3,302,754,"1,056",37.71,636,"1,596",386,555,69.5
Radford (Big South),0.0,20-21,301,404,0.75,14.962962962962964,31.3,"1,826",67.6,297,702,999,37.0,644,"1,408",380,558,68.1
Duke (ACC),0.0,20-21,390,307,1.27,12.791666666666666,35.2,"1,824",76.0,272,579,851,35.46,692,"1,479",239,346,69.1
Valparaiso (MVC),0.0,20-21,356,346,1.03,12.357142857142858,29.8,"1,821",65.0,207,713,920,32.86,660,"1,576",312,429,72.7
NC State (ACC),0.0,20-21,328,321,1.02,12.84,36.0,"1,820",72.8,245,567,812,32.48,671,"1,425",311,443,70.2
Penn St. (Big Ten),0.0,20-21,335,285,1.18,11.4,33.8,"1,816",72.6,305,608,913,36.52,637,"1,562",321,435,73.8
Providence (Big East),0.0,20-21,350,306,1.14,11.76923076923077,32.0,"1,816",69.8,275,653,928,35.69,657,"1,529",338,483,70.0
Grand Canyon (WAC),1.0,20-21,390,308,1.27,12.833333333333334,32.9,"1,812",75.5,266,692,958,39.92,676,"1,384",297,434,68.4
CSU Bakersfield (Big West),0.0,20-21,365,338,1.08,13.0,35.3,"1,811",69.7,348,611,959,36.88,684,"1,531",297,416,71.4
Utah (Pac-12),0.0,20-21,378,314,1.2,12.56,35.5,"1,803",72.1,185,597,782,31.28,656,"1,398",319,403,79.2
FDU (NEC),0.0,20-21,287,340,0.84,14.166666666666666,37.5,"1,801",75.0,246,567,813,33.88,645,"1,432",317,445,71.2
Illinois St. (MVC),0.0,20-21,345,345,1.0,13.8,34.5,"1,799",72.0,209,672,881,35.24,679,"1,477",246,372,66.1
Akron (MAC),0.0,20-21,305,271,1.13,11.782608695652174,33.3,"1,798",78.2,262,633,895,38.91,628,"1,415",325,429,75.8
Tennessee Tech (OVC),0.0,20-21,382,430,0.89,15.925925925925926,32.1,"1,797",66.6,245,664,909,33.67,656,"1,517",277,410,67.6
Miami (FL) (ACC),0.0,20-21,305,340,0.9,12.592592592592592,29.5,"1,794",66.4,256,688,944,34.96,647,"1,524",350,500,70.0
Vanderbilt (SEC),0.0,20-21,318,346,0.92,13.84,34.9,"1,794",71.8,248,595,843,33.72,609,"1,416",343,466,73.6
Kansas St. (Big 12),0.0,20-21,377,431,0.87,14.862068965517242,29.6,"1,792",61.8,296,657,953,32.86,649,"1,577",303,456,66.4
Green Bay (Horizon),0.0,20-21,352,269,1.31,10.76,33.3,"1,790",71.6,230,589,819,32.76,656,"1,507",308,411,74.9
Kansas (Big 12),1.0,21-22,613,484,1.27,12.1,36.1,"3,129",78.2,438,"1,077","1,515",37.88,"1,144","2,393",555,774,71.7
Duke (ACC),1.0,21-22,642,400,1.6,10.256410256410255,36.6,"3,122",80.1,410,"1,069","1,479",37.92,"1,158","2,357",498,675,73.8
Arizona (Pac-12),1.0,21-22,726,497,1.46,13.432432432432432,35.2,"3,107",84.0,429,"1,102","1,531",41.38,"1,117","2,269",586,793,73.9
North Carolina (ACC),1.0,21-22,582,455,1.28,11.666666666666666,35.8,"3,038",77.9,447,"1,161","1,608",41.23,"1,076","2,409",558,730,76.4
South Dakota St. (Summit League),1.0,21-22,528,385,1.37,11.0,44.5,"3,005",85.9,264,977,"1,241",35.46,"1,078","2,069",523,690,75.8
Iowa (Big Ten),1.0,21-22,577,331,1.74,9.194444444444445,36.3,"2,995",83.2,430,913,"1,343",37.31,"1,071","2,322",522,697,74.9
Northern Colo. (Big Sky),0.0,21-22,467,470,0.99,12.36842105263158,38.1,"2,962",77.9,292,"1,010","1,302",34.26,"1,049","2,209",475,670,70.9
